lon,lat,info
113.844620,22.750801,i25773-o1-h4
113.852173,22.750801,i25774-o1-h7
113.853119,22.750801,i25775-o1-h7
113.854065,22.750801,i25776-o1-h7
113.855011,22.750801,i25777-o1-h7
113.858788,22.750801,i25778-o1-h7
113.859726,22.750801,i25779-o1-h7
113.872002,22.750801,i25780-o1-h7
113.764366,22.751745,i25853-o4-h-10
113.784195,22.751745,i25854-o3-h-7
113.792694,22.751745,i25855-o2-h-3
113.804970,22.751745,i25856-o1-h0
113.823853,22.751745,i25857-o1-h-4
113.825737,22.751745,i25858-o2-h-4
113.830460,22.751745,i25859-o3-h-4
113.844620,22.751745,i25860-o1-h4
113.851234,22.751745,i25861-o1-h7
113.872002,22.751745,i25862-o1-h7
113.764366,22.752689,i25949-o4-h-10
113.785141,22.752689,i25950-o3-h-7
113.793640,22.752689,i25951-o2-h-3
113.804024,22.752689,i25952-o1-h-2
113.823853,22.752689,i25953-o1-h-4
113.824799,22.752689,i25954-o2-h-4
113.829514,22.752689,i25955-o3-h-4
113.844620,22.752689,i25956-o1-h4
113.846512,22.752689,i25957-o1-h4
113.850288,22.752689,i25958-o1-h7
113.872002,22.752689,i25959-o1-h7
113.764366,22.753633,i26025-o4-h-10
113.786087,22.753633,i26026-o3-h-7
113.792694,22.753633,i26027-o2-h-7
113.793640,22.753633,i26028-o2-h-7
113.804024,22.753633,i26029-o1-h-2
113.823853,22.753633,i26030-o1-h-4
113.824799,22.753633,i26031-o2-h-4
113.828575,22.753633,i26032-o3-h-4
113.845566,22.753633,i26033-o1-h4
113.847458,22.753633,i26034-o1-h4
113.848396,22.753633,i26035-o1-h4
113.849342,22.753633,i26036-o1-h4
113.872002,22.753633,i26037-o1-h7
113.878609,22.753633,i26038-o1-h7
113.764366,22.754578,i26093-o4-h-10
113.787033,22.754578,i26094-o3-h-7
113.787971,22.754578,i26095-o3-h-7
113.788918,22.754578,i26096-o3-h-7
113.789864,22.754578,i26097-o3-h-7
113.790810,22.754578,i26098-o3-h-7
113.792694,22.754578,i26099-o3-h-7
113.793640,22.754578,i26100-o3-h-7
113.794586,22.754578,i26101-o3-h-7
113.795525,22.754578,i26102-o3-h-7
113.804024,22.754578,i26103-o1-h-2
113.823853,22.754578,i26104-o1-h-4
113.824799,22.754578,i26105-o2-h-4
113.827629,22.754578,i26106-o3-h-4
113.872002,22.754578,i26107-o1-h7
113.877670,22.754578,i26108-o1-h7
113.765312,22.755522,i26161-o4-h-10
113.796471,22.755522,i26162-o3-h-7
113.804024,22.755522,i26163-o1-h-2
113.823853,22.755522,i26164-o1-h-4
113.824799,22.755522,i26165-o2-h-4
113.826683,22.755522,i26166-o3-h-4
113.872002,22.755522,i26167-o1-h7
113.876724,22.755522,i26168-o1-h7
113.765312,22.756466,i26212-o4-h-10
113.797417,22.756466,i26213-o3-h-7
113.798363,22.756466,i26214-o3-h-7
113.804970,22.756466,i26215-o1-h-2
113.823853,22.756466,i26216-o1-h-4
113.824799,22.756466,i26217-o2-h-4
113.825737,22.756466,i26218-o3-h-4
113.872002,22.756466,i26219-o1-h7
113.875778,22.756466,i26220-o1-h7
113.765312,22.757410,i26283-o2-h-8
113.766258,22.757410,i26284-o4-h-10
113.799301,22.757410,i26285-o3-h-7
113.804024,22.757410,i26286-o1-h-2
113.823853,22.757410,i26287-o1-h-4
113.824799,22.757410,i26288-o3-h-4
113.871056,22.757410,i26289-o1-h7
113.874832,22.757410,i26290-o1-h7
113.764366,22.758354,i26346-o2-h-2
113.768143,22.758354,i26347-o4-h-10
113.800247,22.758354,i26348-o3-h-7
113.803078,22.758354,i26349-o1-h-6
113.823853,22.758354,i26350-o3-h-4
113.870117,22.758354,i26351-o1-h7
113.873894,22.758354,i26352-o1-h7
113.763428,22.759298,i26406-o2-h-2
113.768143,22.759298,i26407-o4-h-10
113.801193,22.759298,i26408-o3-h-7
113.802139,22.759298,i26409-o1-h-7
113.803078,22.759298,i26410-o1-h-7
113.822906,22.759298,i26411-o3-h-4
113.869171,22.759298,i26412-o1-h7
113.872948,22.759298,i26413-o1-h7
113.762482,22.760242,i26462-o2-h-2
113.769089,22.760242,i26463-o4-h-10
113.802139,22.760242,i26464-o3-h-7
113.803078,22.760242,i26465-o3-h-7
113.821960,22.760242,i26466-o3-h-4
113.823853,22.760242,i26467-o1-h-4
113.824799,22.760242,i26468-o1-h-4
113.825737,22.760242,i26469-o1-h-4
113.826683,22.760242,i26470-o1-h-4
113.827629,22.760242,i26471-o1-h-4
113.828575,22.760242,i26472-o1-h-4
113.829514,22.760242,i26473-o1-h-4
113.830460,22.760242,i26474-o1-h-4
113.869171,22.760242,i26475-o1-h7
113.872002,22.760242,i26476-o2-h7
113.872948,22.760242,i26477-o1-h7
113.873894,22.760242,i26478-o1-h7
113.874832,22.760242,i26479-o1-h7
113.875778,22.760242,i26480-o1-h7
113.876724,22.760242,i26481-o1-h7
113.877670,22.760242,i26482-o1-h7
113.878609,22.760242,i26483-o1-h7
113.879555,22.760242,i26484-o1-h7
113.880501,22.760242,i26485-o1-h7
113.881447,22.760242,i26486-o1-h7
113.882385,22.760242,i26487-o1-h7
113.883331,22.760242,i26488-o1-h8
113.761536,22.761187,i26543-o2-h-2
113.770035,22.761187,i26544-o4-h-10
113.804024,22.761187,i26545-o3-h-7
113.821022,22.761187,i26546-o3-h-4
113.831406,22.761187,i26547-o1-h-4
113.837067,22.761187,i26548-o1-h1
113.869171,22.761187,i26549-o1-h7
113.871056,22.761187,i26550-o2-h7
113.884277,22.761187,i26551-o1-h8
113.760590,22.762131,i26626-o2-h-2
113.770981,22.762131,i26627-o4-h-10
113.804970,22.762131,i26628-o3-h-7
113.819130,22.762131,i26629-o3-h-7
113.820076,22.762131,i26630-o3-h-4
113.832352,22.762131,i26631-o1-h-4
113.836128,22.762131,i26632-o1-h-1
113.838013,22.762131,i26633-o1-h1
113.838959,22.762131,i26634-o1-h1
113.840843,22.762131,i26635-o1-h3
113.841789,22.762131,i26636-o1-h3
113.869171,22.762131,i26637-o2-h7
113.870117,22.762131,i26638-o2-h7
113.759651,22.762131,i26719-o2-h-2
113.771919,22.762131,i26720-o4-h-10
113.776642,22.762131,i26721-o1-h-4
113.805916,22.762131,i26722-o3-h-7
113.818184,22.762131,i26723-o3-h-7
113.833290,22.762131,i26724-o1-h-4
113.834236,22.762131,i26725-o1-h-4
113.835182,22.762131,i26726-o1-h-4
113.842735,22.762131,i26727-o1-h4
113.868225,22.762131,i26728-o2-h7
113.758705,22.763075,i26807-o2-h-2
113.772865,22.763075,i26808-o4-h-10
113.776642,22.763075,i26809-o1-h-4
113.806854,22.763075,i26810-o3-h-7
113.817245,22.763075,i26811-o3-h-7
113.819130,22.763075,i26812-o2-h-4
113.843681,22.763075,i26813-o1-h4
113.867279,22.763075,i26814-o2-h7
113.758705,22.764019,i26919-o2-h-2
113.773811,22.764019,i26920-o4-h-10
113.775696,22.764019,i26921-o1-h-7
113.807800,22.764019,i26922-o3-h-7
113.815353,22.764019,i26923-o3-h-7
113.819130,22.764019,i26924-o2-h-1
113.844620,22.764019,i26925-o1-h4
113.845566,22.764019,i26926-o1-h4
113.846512,22.764019,i26927-o1-h4
113.866341,22.764019,i26928-o2-h7
113.758705,22.764963,i27011-o2-h-2
113.774757,22.764963,i27012-o4-h-10
113.807800,22.764963,i27013-o3-h-7
113.814407,22.764963,i27014-o3-h-7
113.820076,22.764963,i27015-o2-h-1
113.821022,22.764963,i27016-o1-h-1
113.821960,22.764963,i27017-o1-h-1
113.822906,22.764963,i27018-o1-h-1
113.823853,22.764963,i27019-o1-h-1
113.824799,22.764963,i27020-o1-h-1
113.825737,22.764963,i27021-o1-h-1
113.865395,22.764963,i27022-o2-h7
113.758705,22.765907,i27086-o2-h-2
113.775696,22.765907,i27087-o4-h-10
113.776642,22.765907,i27088-o4-h-10
113.807800,22.765907,i27089-o3-h-7
113.812523,22.765907,i27090-o3-h-7
113.813469,22.765907,i27091-o3-h-7
113.820076,22.765907,i27092-o1-h-1
113.826683,22.765907,i27093-o1-h-1
113.827629,22.765907,i27094-o1-h0
113.862564,22.765907,i27095-o2-h4
113.863503,22.765907,i27096-o2-h5
113.758705,22.766851,i27172-o2-h-2
113.777588,22.766851,i27173-o4-h-10
113.807800,22.766851,i27174-o3-h-7
113.811577,22.766851,i27175-o3-h-7
113.812523,22.766851,i27176-o1-h-7
113.813469,22.766851,i27177-o1-h-7
113.820076,22.766851,i27178-o1-h-1
113.828575,22.766851,i27179-o1-h0
113.862564,22.766851,i27180-o2-h4
113.758705,22.767796,i27269-o2-h-2
113.778534,22.767796,i27270-o4-h-10
113.808746,22.767796,i27271-o3-h-7
113.809692,22.767796,i27272-o3-h-7
113.810631,22.767796,i27273-o3-h-7
113.814407,22.767796,i27274-o1-h-3
113.820076,22.767796,i27275-o1-h-1
113.829514,22.767796,i27276-o1-h0
113.862564,22.767796,i27277-o2-h2
113.759651,22.768740,i27347-o2-h-2
113.779480,22.768740,i27348-o4-h-10
113.815353,22.768740,i27349-o1-h-3
113.821022,22.768740,i27350-o1-h-1
113.830460,22.768740,i27351-o1-h0
113.831406,22.768740,i27352-o1-h0
113.832352,22.768740,i27353-o1-h0
113.833290,22.768740,i27354-o1-h0
113.834236,22.768740,i27355-o1-h1
113.862564,22.768740,i27356-o2-h2
113.759651,22.769684,i27415-o2-h-2
113.780418,22.769684,i27416-o4-h-10
113.794586,22.769684,i27417-o1-h-5
113.815353,22.769684,i27418-o1-h-3
113.821022,22.769684,i27419-o1-h-1
113.835182,22.769684,i27420-o1-h2
113.862564,22.769684,i27421-o2-h2
113.893715,22.769684,i27422-o1-h7
113.760590,22.770628,i27480-o2-h-2
113.781364,22.770628,i27481-o4-h-10
113.795525,22.770628,i27482-o1-h-5
113.815353,22.770628,i27483-o1-h-3
113.821960,22.770628,i27484-o1-h-1
113.836128,22.770628,i27485-o1-h3
113.837067,22.770628,i27486-o1-h3
113.863503,22.770628,i27487-o2-h2
113.893715,22.770628,i27488-o1-h7
113.760590,22.771572,i27552-o2-h-2
113.781364,22.771572,i27553-o4-h-10
113.796471,22.771572,i27554-o1-h-5
113.817245,22.771572,i27555-o1-h-2
113.821960,22.771572,i27556-o1-h-1
113.838013,22.771572,i27557-o1-h3
113.838959,22.771572,i27558-o1-h3
113.840843,22.771572,i27559-o1-h4
113.863503,22.771572,i27560-o2-h2
113.893715,22.771572,i27561-o1-h7
113.761536,22.772516,i27639-o2-h-2
113.782310,22.772516,i27640-o4-h-10
113.788918,22.772516,i27641-o1-h-10
113.789864,22.772516,i27642-o1-h-10
113.795525,22.772516,i27643-o1-h-5
113.815353,22.772516,i27644-o1-h-2
113.821960,22.772516,i27645-o1-h-1
113.841789,22.772516,i27646-o1-h4
113.854065,22.772516,i27647-o1-h4
113.855011,22.772516,i27648-o1-h3
113.855949,22.772516,i27649-o1-h2
113.856895,22.772516,i27650-o1-h2
113.865395,22.772516,i27651-o2-h2
113.893715,22.772516,i27652-o1-h7
113.762482,22.773460,i27729-o2-h-2
113.783257,22.773460,i27730-o4-h-10
113.784195,22.773460,i27731-o4-h-10
113.785141,22.773460,i27732-o4-h-10
113.786087,22.773460,i27733-o4-h-10
113.787033,22.773460,i27734-o4-h-10
113.787971,22.773460,i27735-o4-h-10
113.790810,22.773460,i27736-o1-h-10
113.795525,22.773460,i27737-o1-h-9
113.814407,22.773460,i27738-o1-h-2
113.821960,22.773460,i27739-o1-h-1
113.842735,22.773460,i27740-o1-h4
113.857841,22.773460,i27741-o1-h2
113.865395,22.773460,i27742-o2-h2
113.892776,22.773460,i27743-o1-h7
113.762482,22.774405,i27816-o1-h-2
113.763428,22.774405,i27817-o1-h-2
113.788918,22.774405,i27818-o4-h-10
113.792694,22.774405,i27819-o1-h-10
113.793640,22.774405,i27820-o1-h-10
113.794586,22.774405,i27821-o1-h-10
113.795525,22.774405,i27822-o1-h-10
113.821960,22.774405,i27823-o1-h-1
113.858788,22.774405,i27824-o1-h2
113.865395,22.774405,i27825-o2-h2
113.892776,22.774405,i27826-o1-h7
113.762482,22.775349,i27897-o1-h-2
113.763428,22.775349,i27898-o1-h-2
113.788918,22.775349,i27899-o4-h-10
113.822906,22.775349,i27900-o1-h-1
113.824799,22.775349,i27901-o1-h-1
113.859726,22.775349,i27902-o1-h2
113.865395,22.775349,i27903-o2-h2
113.892776,22.775349,i27904-o1-h7
113.762482,22.776293,i27967-o1-h-2
113.763428,22.776293,i27968-o1-h-2
113.788918,22.776293,i27969-o4-h-10
113.823853,22.776293,i27970-o1-h-1
113.859726,22.776293,i27971-o1-h2
113.865395,22.776293,i27972-o2-h2
113.893715,22.776293,i27973-o1-h7
113.894661,22.776293,i27974-o1-h7
113.753036,22.777237,i28054-o3-h-2
113.761536,22.777237,i28055-o1-h-2
113.764366,22.777237,i28056-o1-h-1
113.788918,22.777237,i28057-o4-h-10
113.859726,22.777237,i28058-o1-h2
113.865395,22.777237,i28059-o2-h2
113.895607,22.777237,i28060-o1-h7
113.753036,22.778181,i28146-o3-h-2
113.760590,22.778181,i28147-o1-h-1
113.765312,22.778181,i28148-o1-h-1
113.789864,22.778181,i28149-o4-h-10
113.860672,22.778181,i28150-o1-h2
113.865395,22.778181,i28151-o2-h2
113.873894,22.778181,i28152-o1-h3
113.753036,22.779125,i28228-o3-h-1
113.760590,22.779125,i28229-o1-h-1
113.766258,22.779125,i28230-o1-h-1
113.789864,22.779125,i28231-o4-h-10
113.861618,22.779125,i28232-o1-h2
113.865395,22.779125,i28233-o2-h2
113.873894,22.779125,i28234-o1-h3
113.753036,22.780069,i28303-o3-h-1
113.760590,22.780069,i28304-o1-h-1
113.766258,22.780069,i28305-o1-h-1
113.769089,22.780069,i28306-o1-h0
113.790810,22.780069,i28307-o4-h-10
113.862564,22.780069,i28308-o1-h2
113.865395,22.780069,i28309-o2-h2
113.873894,22.780069,i28310-o1-h3
113.753036,22.781013,i28375-o3-h-1
113.760590,22.781013,i28376-o1-h-1
113.768143,22.781013,i28377-o1-h-1
113.792694,22.781013,i28378-o4-h-10
113.863503,22.781013,i28379-o2-h2
113.873894,22.781013,i28380-o1-h3
113.753983,22.781958,i28469-o3-h-1
113.761536,22.781958,i28470-o1-h-1
113.792694,22.781958,i28471-o4-h-10
113.863503,22.781958,i28472-o2-h-1
113.873894,22.781958,i28473-o1-h3
113.881447,22.781958,i28474-o1-h4
113.882385,22.781958,i28475-o1-h4
113.883331,22.781958,i28476-o1-h6
113.884277,22.781958,i28477-o1-h6
113.754929,22.782902,i28559-o3-h-1
113.762482,22.782902,i28560-o1-h-1
113.793640,22.782902,i28561-o4-h-10
113.862564,22.782902,i28562-o2-h-1
113.873894,22.782902,i28563-o1-h3
113.880501,22.782902,i28564-o1-h4
113.754929,22.783846,i28656-o3-h-1
113.783257,22.783846,i28657-o1-h-1
113.784195,22.783846,i28658-o1-h-1
113.793640,22.783846,i28659-o4-h-10
113.861618,22.783846,i28660-o2-h-1
113.873894,22.783846,i28661-o1-h3
113.879555,22.783846,i28662-o1-h4
113.754929,22.784790,i28730-o3-h-1
113.785141,22.784790,i28731-o1-h-1
113.786087,22.784790,i28732-o1-h-1
113.787033,22.784790,i28733-o1-h-2
113.787971,22.784790,i28734-o1-h-2
113.788918,22.784790,i28735-o2-h-3
113.789864,22.784790,i28736-o2-h-4
113.790810,22.784790,i28737-o2-h-5
113.792694,22.784790,i28738-o2-h-7
113.793640,22.784790,i28739-o4-h-7
113.862564,22.784790,i28740-o2-h-1
113.872948,22.784790,i28741-o2-h3
113.873894,22.784790,i28742-o1-h3
113.874832,22.784790,i28743-o1-h3
113.875778,22.784790,i28744-o1-h3
113.876724,22.784790,i28745-o1-h3
113.877670,22.784790,i28746-o1-h3
113.878609,22.784790,i28747-o1-h4
113.754929,22.784790,i28811-o3-h-1
113.787971,22.784790,i28812-o2-h-1
113.794586,22.784790,i28813-o4-h-7
113.795525,22.784790,i28814-o4-h-7
113.796471,22.784790,i28815-o4-h-7
113.862564,22.784790,i28816-o2-h-1
113.872002,22.784790,i28817-o2-h3
113.755875,22.785734,i28880-o3-h-1
113.787971,22.785734,i28881-o2-h0
113.797417,22.785734,i28882-o4-h-7
113.860672,22.785734,i28883-o2-h-1
113.862564,22.785734,i28884-o2-h-1
113.871056,22.785734,i28885-o2-h3
113.756813,22.786678,i28956-o3-h-1
113.787971,22.786678,i28957-o2-h0
113.798363,22.786678,i28958-o4-h-7
113.799301,22.786678,i28959-o4-h-7
113.821022,22.786678,i28960-o1-h-5
113.859726,22.786678,i28961-o2-h-1
113.861618,22.786678,i28962-o2-h-1
113.870117,22.786678,i28963-o2-h0
113.757759,22.787622,i29054-o3-h-1
113.788918,22.787622,i29055-o2-h0
113.800247,22.787622,i29056-o4-h-7
113.821960,22.787622,i29057-o1-h-5
113.858788,22.787622,i29058-o2-h-1
113.869171,22.787622,i29059-o2-h0
113.757759,22.788567,i29149-o3-h-1
113.789864,22.788567,i29150-o2-h0
113.801193,22.788567,i29151-o4-h-7
113.802139,22.788567,i29152-o4-h-7
113.803078,22.788567,i29153-o4-h-7
113.804024,22.788567,i29154-o4-h-7
113.822906,22.788567,i29155-o1-h-5
113.857841,22.788567,i29156-o2-h-1
113.866341,22.788567,i29157-o2-h-1
113.867279,22.788567,i29158-o2-h-1
113.868225,22.788567,i29159-o2-h-1
113.758705,22.789511,i29236-o3-h-1
113.789864,22.789511,i29237-o2-h0
113.804970,22.789511,i29238-o4-h-7
113.821960,22.789511,i29239-o1-h-5
113.856895,22.789511,i29240-o4-h-1
113.857841,22.789511,i29241-o4-h-1
113.858788,22.789511,i29242-o4-h-1
113.865395,22.789511,i29243-o4-h-1
113.866341,22.789511,i29244-o4-h-1
113.867279,22.789511,i29245-o4-h-1
113.868225,22.789511,i29246-o4-h-1
113.759651,22.790455,i29314-o3-h-1
113.788918,22.790455,i29315-o2-h0
113.805916,22.790455,i29316-o4-h-7
113.821960,22.790455,i29317-o1-h-5
113.824799,22.790455,i29318-o1-h-5
113.825737,22.790455,i29319-o1-h-5
113.826683,22.790455,i29320-o1-h-5
113.827629,22.790455,i29321-o1-h-5
113.828575,22.790455,i29322-o1-h-5
113.829514,22.790455,i29323-o1-h-5
113.855949,22.790455,i29324-o4-h-1
113.859726,22.790455,i29325-o4-h-1
113.863503,22.790455,i29326-o4-h-1
113.869171,22.790455,i29327-o4-h-1
113.760590,22.791399,i29384-o3-h-1
113.788918,22.791399,i29385-o2-h0
113.806854,22.791399,i29386-o4-h-7
113.821022,22.791399,i29387-o1-h-5
113.823853,22.791399,i29388-o1-h-5
113.855011,22.791399,i29389-o4-h-1
113.860672,22.791399,i29390-o4-h-1
113.862564,22.791399,i29391-o4-h-1
113.870117,22.791399,i29392-o4-h-1
113.760590,22.792345,i29462-o3-h-1
113.787971,22.792345,i29463-o2-h0
113.806854,22.792345,i29464-o2-h-7
113.807800,22.792345,i29465-o4-h-7
113.808746,22.792345,i29466-o4-h-7
113.811577,22.792345,i29467-o4-h-5
113.812523,22.792345,i29468-o4-h-5
113.813469,22.792345,i29469-o4-h-5
113.820076,22.792345,i29470-o2-h-5
113.821022,22.792345,i29471-o1-h-5
113.821960,22.792345,i29472-o1-h-5
113.822906,22.792345,i29473-o1-h-5
113.852173,22.792345,i29474-o1-h-1
113.855011,22.792345,i29475-o4-h-1
113.861618,22.792345,i29476-o4-h-1
113.871056,22.792345,i29477-o4-h-1
113.761536,22.793289,i29551-o3-h-1
113.787971,22.793289,i29552-o2-h0
113.806854,22.793289,i29553-o2-h-7
113.809692,22.793289,i29554-o4-h-5
113.810631,22.793289,i29555-o4-h-5
113.814407,22.793289,i29556-o4-h-5
113.815353,22.793289,i29557-o4-h-5
113.817245,22.793289,i29558-o4-h-5
113.818184,22.793289,i29559-o4-h-5
113.819130,22.793289,i29560-o4-h-5
113.820076,22.793289,i29561-o4-h-5
113.821022,22.793289,i29562-o4-h-5
113.821960,22.793289,i29563-o4-h-5
113.822906,22.793289,i29564-o4-h-5
113.823853,22.793289,i29565-o4-h-5
113.824799,22.793289,i29566-o4-h-5
113.825737,22.793289,i29567-o4-h-5
113.826683,22.793289,i29568-o4-h-5
113.827629,22.793289,i29569-o4-h-5
113.828575,22.793289,i29570-o4-h-5
113.829514,22.793289,i29571-o4-h-5
113.830460,22.793289,i29572-o4-h-5
113.851234,22.793289,i29573-o1-h-1
113.855011,22.793289,i29574-o4-h-1
113.871056,22.793289,i29575-o4-h-1
113.762482,22.794233,i29659-o3-h-1
113.787971,22.794233,i29660-o2-h0
113.806854,22.794233,i29661-o2-h-7
113.823853,22.794233,i29662-o1-h-5
113.831406,22.794233,i29663-o4-h-5
113.850288,22.794233,i29664-o1-h-1
113.854065,22.794233,i29665-o4-h-1
113.871056,22.794233,i29666-o4-h-1
113.770981,22.683767,i61846-o1-h-3
113.760590,22.703594,i61857-o2-h-3
113.758705,22.723421,i61871-o1-h-10
113.756813,22.739471,i61880-o4-h-10
