lon,lat,info
113.788918,22.740416,i24871-o2-h-3
113.825737,22.740416,i24872-o2-h-3
113.832352,22.740416,i24873-o2-h-1
113.886162,22.740416,i24874-o1-h10
113.887108,22.740416,i24875-o1-h10
113.888054,22.740416,i24876-o1-h10
113.889938,22.740416,i24877-o1-h10
113.890884,22.740416,i24878-o1-h10
113.891830,22.740416,i24879-o1-h10
113.892776,22.740416,i24880-o1-h10
113.893715,22.740416,i24881-o1-h10
113.894661,22.740416,i24882-o1-h10
113.895607,22.740416,i24883-o1-h10
113.754929,22.741360,i24981-o1-h-4
113.758705,22.741360,i24982-o4-h-10
113.759651,22.741360,i24983-o4-h-10
113.766258,22.741360,i24984-o1-h-5
113.788918,22.741360,i24985-o2-h-3
113.826683,22.741360,i24986-o2-h-4
113.831406,22.741360,i24987-o2-h-3
113.754929,22.742304,i25059-o1-h-3
113.760590,22.742304,i25060-o4-h-10
113.766258,22.742304,i25061-o1-h-9
113.768143,22.742304,i25062-o3-h-9
113.788918,22.742304,i25063-o2-h-3
113.825737,22.742304,i25064-o2-h-4
113.831406,22.742304,i25065-o2-h-4
113.761536,22.743248,i25138-o4-h-10
113.762482,22.743248,i25139-o4-h-10
113.766258,22.743248,i25140-o3-h-9
113.769089,22.743248,i25141-o3-h-9
113.788918,22.743248,i25142-o2-h-3
113.807800,22.743248,i25143-o1-h1
113.826683,22.743248,i25144-o2-h-4
113.831406,22.743248,i25145-o2-h-4
113.763428,22.744192,i25225-o4-h-10
113.765312,22.744192,i25226-o3-h-10
113.770035,22.744192,i25227-o3-h-9
113.789864,22.744192,i25228-o2-h-3
113.793640,22.744192,i25229-o1-h-3
113.808746,22.744192,i25230-o1-h1
113.826683,22.744192,i25231-o2-h-4
113.831406,22.744192,i25232-o2-h-4
113.872002,22.744192,i25233-o1-h7
113.764366,22.745136,i25300-o4-h-10
113.770981,22.745136,i25301-o3-h-9
113.790810,22.745136,i25302-o2-h-3
113.792694,22.745136,i25303-o1-h-3
113.808746,22.745136,i25304-o1-h1
113.826683,22.745136,i25305-o2-h-4
113.831406,22.745136,i25306-o2-h-4
113.845566,22.745136,i25307-o1-h2
113.872002,22.745136,i25308-o1-h7
113.764366,22.746080,i25364-o4-h-10
113.771919,22.746080,i25365-o3-h-9
113.790810,22.746080,i25366-o2-h-3
113.808746,22.746080,i25367-o1-h1
113.826683,22.746080,i25368-o2-h-4
113.831406,22.746080,i25369-o2-h-4
113.838013,22.746080,i25370-o2-h-3
113.844620,22.746080,i25371-o1-h2
113.872002,22.746080,i25372-o1-h7
113.764366,22.747025,i25433-o4-h-10
113.771919,22.747025,i25434-o3-h-7
113.777588,22.747025,i25435-o1-h-7
113.789864,22.747025,i25436-o2-h-3
113.808746,22.747025,i25437-o1-h1
113.823853,22.747025,i25438-o1-h-4
113.826683,22.747025,i25439-o2-h-4
113.831406,22.747025,i25440-o2-h-4
113.832352,22.747025,i25441-o2-h-4
113.833290,22.747025,i25442-o2-h-4
113.834236,22.747025,i25443-o2-h-4
113.835182,22.747025,i25444-o2-h-4
113.836128,22.747025,i25445-o2-h-4
113.837067,22.747025,i25446-o2-h-3
113.838959,22.747025,i25447-o2-h-3
113.840843,22.747025,i25448-o2-h-3
113.841789,22.747025,i25449-o2-h-3
113.842735,22.747025,i25450-o2-h0
113.843681,22.747025,i25451-o2-h2
113.872002,22.747025,i25452-o1-h7
113.764366,22.747969,i25517-o4-h-10
113.772865,22.747969,i25518-o3-h-7
113.773811,22.747969,i25519-o3-h-7
113.774757,22.747969,i25520-o3-h-7
113.775696,22.747969,i25521-o3-h-7
113.776642,22.747969,i25522-o3-h-7
113.789864,22.747969,i25523-o2-h-3
113.808746,22.747969,i25524-o1-h1
113.823853,22.747969,i25525-o1-h-4
113.826683,22.747969,i25526-o2-h-4
113.831406,22.747969,i25527-o3-h-4
113.844620,22.747969,i25528-o1-h2
113.872002,22.747969,i25529-o1-h7
113.764366,22.748913,i25605-o4-h-10
113.777588,22.748913,i25606-o3-h-7
113.778534,22.748913,i25607-o3-h-7
113.789864,22.748913,i25608-o2-h-3
113.808746,22.748913,i25609-o1-h1
113.823853,22.748913,i25610-o1-h-4
113.826683,22.748913,i25611-o2-h-4
113.831406,22.748913,i25612-o3-h-4
113.844620,22.748913,i25613-o1-h2
113.872002,22.748913,i25614-o1-h7
113.764366,22.749857,i25682-o4-h-10
113.779480,22.749857,i25683-o3-h-7
113.789864,22.749857,i25684-o2-h-3
113.808746,22.749857,i25685-o1-h1
113.823853,22.749857,i25686-o1-h-4
113.826683,22.749857,i25687-o2-h-4
113.831406,22.749857,i25688-o3-h-4
113.844620,22.749857,i25689-o1-h2
113.855949,22.749857,i25690-o1-h7
113.856895,22.749857,i25691-o1-h7
113.857841,22.749857,i25692-o1-h7
113.872002,22.749857,i25693-o1-h7
113.764366,22.750801,i25760-o4-h-10
113.780418,22.750801,i25761-o3-h-7
113.781364,22.750801,i25762-o3-h-7
113.782310,22.750801,i25763-o3-h-7
113.783257,22.750801,i25764-o3-h-7
113.790810,22.750801,i25765-o2-h-3
113.805916,22.750801,i25766-o1-h0
113.806854,22.750801,i25767-o1-h0
113.807800,22.750801,i25768-o1-h0
113.808746,22.750801,i25769-o1-h0
113.823853,22.750801,i25770-o1-h-4
113.826683,22.750801,i25771-o2-h-4
113.831406,22.750801,i25772-o3-h-4
